"Type","Party","Constitudency","Votes"
"Punjab","IND","PP98",1256
"Punjab","IND","PP98",302
"Punjab","others","PP98",230
"Punjab","IND","PP98",125
"Punjab","IND","PP98",109
"Punjab","IND","PP98",95
"Punjab","IND","PP98",70
"Punjab","IND","PP98",19
"Punjab","PTI","PP99",55991
"Punjab","PML-N","PP99",42765
"Punjab","TLP","PP99",14041
"Punjab","PPP","PP99",2197
"Punjab","others","PP99",1560
"Punjab","IND","PP99",1162
"Punjab","IND","PP99",1149
"Punjab","IND","PP99",628
"Punjab","PAT","PP99",583
"Punjab","IPP","PP99",446
"Punjab","IND","PP99",425
"Punjab","IND","PP99",414
"Punjab","IND","PP99",273
"Punjab","others","PP99",250
"Punjab","IND","PP99",96
"Punjab","IND","PP99",70
"Punjab","IND","PP99",59
"Punjab","IND","PP99",58
"Punjab","IND","PP99",53
"Punjab","IND","PP99",46
"Punjab","IND","PP99",44
"Punjab","IND","PP99",44
"Punjab","IND","PP99",34
"Punjab","IND","PP99",33
"Punjab","IND","PP99",31
"Punjab","IND","PP99",31
"Punjab","IND","PP99",29
"Punjab","IND","PP99",28
"Punjab","IND","PP99",15
"Punjab","IND","PP99",13
"Punjab","IND","PP99",13
"Punjab","PTI","PP100",48298
"Punjab","PML-N","PP100",44433
"Punjab","PPP","PP100",12862
"Punjab","IND","PP100",7172
"Punjab","JI","PP100",2678
"Punjab","IND","PP100",1337
"Punjab","others","PP100",752
"Punjab","IND","PP100",401
"Punjab","IND","PP100",300
"Punjab","others","PP100",163
"Punjab","IND","PP100",162
"Punjab","IND","PP100",137
"Punjab","IND","PP100",127
"Punjab","IND","PP100",91
"Punjab","IND","PP100",90
"Punjab","IND","PP100",84
"Punjab","IND","PP100",73
"Punjab","IND","PP100",73
"Punjab","IND","PP100",67
"Punjab","IND","PP100",66
"Punjab","IND","PP100",63
"Punjab","IND","PP100",52
"Punjab","IND","PP100",50
"Punjab","IND","PP100",48
"Punjab","IND","PP100",33
"Punjab","IND","PP100",31
"Punjab","IND","PP100",27
"Punjab","IND","PP100",14
"Punjab","IND","PP100",11
"Punjab","PTI","PP101",73097
"Punjab","PML-N","PP101",49850
"Punjab","PPP","PP101",7190
"Punjab","IND","PP101",6140
"Punjab","others","PP101",5571
"Punjab","JI","PP101",4283
"Punjab","IND","PP101",2145
"Punjab","IND","PP101",2085
"Punjab","IND","PP101",1049
"Punjab","IND","PP101",383
"Punjab","IND","PP101",327
"Punjab","IND","PP101",218
"Punjab","IND","PP101",139
"Punjab","IND","PP101",133
"Punjab","IND","PP101",119
"Punjab","IND","PP101",106
"Punjab","IND","PP101",91
"Punjab","IND","PP101",91
"Punjab","IND","PP101",83
"Punjab","IND","PP101",81
"Punjab","IND","PP101",80
"Punjab","IND","PP101",58
"Punjab","IND","PP101",55
"Punjab","IND","PP101",55
"Punjab","IND","PP101",52
"Punjab","IND","PP101",47
"Punjab","IND","PP101",45
"Punjab","IND","PP101",39
"Punjab","IND","PP101",38
"Punjab","IND","PP101",38
"Punjab","IND","PP101",36
"Punjab","IND","PP101",34
"Punjab","IND","PP101",31
"Punjab","IND","PP101",27
"Punjab","IND","PP101",18
"Punjab","PML-N","PP102",30558
"Punjab","PTI","PP102",29994
"Punjab","PPP","PP102",25298
"Punjab","IPP","PP102",17067
"Punjab","IND","PP102",9645
"Punjab","TLP","PP102",3326
"Punjab","others","PP102",2580
"Punjab","IND","PP102",1321
"Punjab","IND","PP102",976
"Punjab","IND","PP102",568
"Punjab","others","PP102",301
"Punjab","IND","PP102",269
"Punjab","IND","PP102",192
"Punjab","IND","PP102",189
"Punjab","IND","PP102",186
"Punjab","IND","PP102",163
"Punjab","IND","PP102",162
"Punjab","IND","PP102",158
"Punjab","IND","PP102",89
"Punjab","PTI","PP103",35431
"Punjab","PML-N","PP103",26894
"Punjab","IND","PP103",15949
"Punjab","IND","PP103",15949
"Punjab","TLP","PP103",15021
"Punjab","PPP","PP103",9007
"Punjab","IND","PP103",5469
"Punjab","IPP","PP103",4466
"Punjab","IND","PP103",1326
"Punjab","IND","PP103",873
"Punjab","IND","PP103",797
"Punjab","IND","PP103",723
"Punjab","JI","PP103",626
"Punjab","IND","PP103",496
"Punjab","IND","PP103",214
"Punjab","others","PP103",208
"Punjab","IND","PP103",156
"Punjab","IND","PP103",87
"Punjab","IND","PP103",83
"Punjab","IND","PP103",65
"Punjab","IND","PP103",60
"Punjab","IND","PP103",58
"Punjab","IND","PP103",54
"Punjab","IND","PP103",52
"Punjab","IND","PP103",50
"Punjab","IND","PP103",41
"Punjab","IND","PP103",38
"Punjab","PML-N","PP104",53866
"Punjab","PTI","PP104",46514
"Punjab","PPP","PP104",17637
"Punjab","TLP","PP104",11958
"Punjab","IND","PP104",8665
"Punjab","others","PP104",1585
"Punjab","JI","PP104",1564
"Punjab","IND","PP104",1293
"Punjab","IND","PP104",793
"Punjab","IND","PP104",497
"Punjab","IND","PP104",395
"Punjab","IND","PP104",208
"Punjab","IND","PP104",166
"Punjab","IND","PP104",163
"Punjab","IND","PP104",72
"Punjab","IND","PP104",61
"Punjab","IND","PP104",43
"Punjab","IND","PP104",43
"Punjab","IND","PP104",41
"Punjab","IND","PP104",39
"Punjab","IND","PP104",36
"Punjab","IND","PP104",33
"Punjab","IND","PP104",28
"Punjab","IND","PP104",23
"Punjab","IND","PP104",22
"Punjab","IND","PP104",19
"Punjab","IND","PP104",11
"Punjab","PML-N","PP105",58077
"Punjab","PTI","PP105",56169
"Punjab","TLP","PP105",9155
"Punjab","PPP","PP105",8899
"Punjab","others","PP105",2772
"Punjab","others","PP105",1147
"Punjab","JI","PP105",1130
"Punjab","IND","PP105",416
"Punjab","IND","PP105",167
"Punjab","IND","PP105",135
"Punjab","IND","PP105",123
"Punjab","IND","PP105",122
"Punjab","IND","PP105",107
"Punjab","IND","PP105",100
"Punjab","IND","PP105",86
"Punjab","IND","PP105",82
"Punjab","IND","PP105",60
"Punjab","IND","PP105",47
"Punjab","IND","PP105",44
"Punjab","IND","PP105",42
"Punjab","IND","PP105",37
"Punjab","IND","PP105",22
"Punjab","PTI","PP106",51892
"Punjab","IPP","PP106",25625
"Punjab","TLP","PP106",10404
"Punjab","IND","PP106",4992
"Punjab","IND","PP106",4913
"Punjab","others","PP106",4825
"Punjab","IND","PP106",3197
"Punjab","JI","PP106",2260
"Punjab","IND","PP106",1812
"Punjab","IND","PP106",1770
"Punjab","PPP","PP106",1629
"Punjab","IND","PP106",1289
"Punjab","others","PP106",379
"Punjab","IND","PP106",157
"Punjab","IND","PP106",119
"Punjab","IND","PP106",105
"Punjab","IND","PP106",99
"Punjab","IND","PP106",98
"Punjab","IND","PP106",90
"Punjab","IND","PP106",87
"Punjab","IND","PP106",84
"Punjab","IND","PP106",73
"Punjab","IND","PP106",70
"Punjab","IND","PP106",60
"Punjab","IND","PP106",59
"Punjab","IND","PP106",56
"Punjab","IND","PP106",38
"Punjab","IND","PP106",37
"Punjab","IND","PP106",36
"Punjab","IND","PP106",33
"Punjab","IND","PP106",25
"Punjab","IND","PP106",15
"Punjab","PTI","PP107",27609
"Punjab","PML-N","PP107",26354
"Punjab","IND","PP107",23575
"Punjab","IND","PP107",17759
"Punjab","IND","PP107",13345
"Punjab","IND","PP107",12402
"Punjab","TLP","PP107",5708
"Punjab","JI","PP107",1708
"Punjab","IND","PP107",1243
"Punjab","PPP","PP107",1044
"Punjab","IND","PP107",613
"Punjab","others","PP107",516
"Punjab","IND","PP107",464
"Punjab","IND","PP107",301
"Punjab","IND","PP107",276
"Punjab","IND","PP107",151
"Punjab","IND","PP107",143
"Punjab","IND","PP107",113
"Punjab","IND","PP107",92
"Punjab","IND","PP107",91
"Punjab","IND","PP107",69
"Punjab","IND","PP107",65
"Punjab","IND","PP107",64
"Punjab","IND","PP107",62
"Punjab","IND","PP107",52
"Punjab","IND","PP107",51
"Punjab","IND","PP107",39
"Punjab","IND","PP107",39
"Punjab","IND","PP107",23
"Punjab","IND","PP107",23
"Punjab","PTI","PP108",60677
"Punjab","PML-N","PP108",56843
"Punjab","IND","PP108",7574
"Punjab","PPP","PP108",4552
"Punjab","IND","PP108",2650
"Punjab","JI","PP108",1725
"Punjab","others","PP108",1110
"Punjab","IND","PP108",842
"Punjab","IND","PP108",524
"Punjab","IND","PP108",146
"Punjab","PAT","PP108",101
"Punjab","IND","PP108",69
"Punjab","IND","PP108",64
"Punjab","PML-N","PP109",54581
"Punjab","PTI","PP109",54228
"Punjab","IND","PP109",6654
"Punjab","PPP","PP109",2562
"Punjab","JI","PP109",2133
"Punjab","others","PP109",2025
"Punjab","IND","PP109",1859
"Punjab","IND","PP109",444
"Punjab","others","PP109",317
"Punjab","JUI-P","PP109",229
"Punjab","IND","PP109",185
"Punjab","IND","PP109",162
"Punjab","IND","PP109",147
"Punjab","IND","PP109",91
"Punjab","IND","PP109",66
"Punjab","IND","PP109",63
"Punjab","IND","PP109",52
"Punjab","IND","PP109",44
"Punjab","IND","PP109",39
"Punjab","IND","PP109",22
"Punjab","PTI","PP110",46819
"Punjab","PML-N","PP110",32028
"Punjab","IND","PP110",6913
"Punjab","TLP","PP110",6259
"Punjab","PPP","PP110",1636
"Punjab","JI","PP110",1209
"Punjab","others","PP110",1088
"Punjab","IND","PP110",457
"Punjab","IND","PP110",374
"Punjab","IND","PP110",322
"Punjab","IND","PP110",305
"Punjab","IND","PP110",288
"Punjab","IND","PP110",136
"Punjab","IND","PP110",128
"Punjab","IND","PP110",48
"Punjab","IND","PP110",46
"Punjab","IND","PP110",35
"Punjab","IND","PP110",33
"Punjab","IND","PP110",33
"Punjab","IND","PP110",28
"Punjab","IND","PP110",25
"Punjab","IND","PP110",22
"Punjab","IND","PP110",17
"Punjab","IND","PP110",14
"Punjab","IND","PP110",13
"Punjab","IND","PP110",8
"Punjab","PTI","PP111",45575
"Punjab","PML-N","PP111",36349
"Punjab","TLP","PP111",8690
"Punjab","JI","PP111",1806
"Punjab","IND","PP111",1644
"Punjab","PPP","PP111",1045
"Punjab","others","PP111",888
"Punjab","IND","PP111",828
"Punjab","IND","PP111",563
"Punjab","others","PP111",149
"Punjab","IND","PP111",142
"Punjab","IND","PP111",124
"Punjab","IND","PP111",93
"Punjab","IND","PP111",84
"Punjab","IND","PP111",75
"Punjab","IND","PP111",73
"Punjab","IND","PP111",49
"Punjab","IND","PP111",40
"Punjab","IND","PP111",39
"Punjab","IND","PP111",26
"Punjab","IND","PP111",19
"Punjab","IND","PP111",14
"Punjab","IND","PP111",13
"Punjab","IND","PP111",8
"Punjab","IND","PP111",6
"Punjab","PTI","PP112",75538
"Punjab","PML-N","PP112",47857
"Punjab","TLP","PP112",4550
"Punjab","PPP","PP112",2002
"Punjab","JI","PP112",1705
"Punjab","IND","PP112",1514
"Punjab","IND","PP112",1309
"Punjab","others","PP112",937
"Punjab","IND","PP112",690
"Punjab","IND","PP112",565
"Punjab","IND","PP112",538
"Punjab","others","PP112",225
"Punjab","IND","PP112",216
"Punjab","IND","PP112",144
"Punjab","IND","PP112",144
"Punjab","IND","PP112",133
"Punjab","IND","PP112",87
"Punjab","IND","PP112",55
"Punjab","IND","PP112",54
"Punjab","IND","PP112",47
"Punjab","IND","PP112",32
"Punjab","IND","PP112",31
"Punjab","IND","PP112",29
"Punjab","IND","PP112",29
"Punjab","IND","PP112",28
"Punjab","IND","PP112",26
"Punjab","IND","PP112",25
"Punjab","IND","PP112",21
"Punjab","IND","PP112",20
"Punjab","IND","PP112",19
"Punjab","IND","PP112",18
"Punjab","IND","PP112",15
"Punjab","IND","PP112",12
"Punjab","IND","PP112",12
"Punjab","IND","PP112",11
"Punjab","IND","PP112",7
"Punjab","PTI","PP113",53677
"Punjab","PML-N","PP113",38446
"Punjab","JI","PP113",5553
"Punjab","TLP","PP113",4102
"Punjab","IND","PP113",3986
"Punjab","IND","PP113",3222
"Punjab","PPP","PP113",1573
"Punjab","others","PP113",789
"Punjab","IND","PP113",462
"Punjab","IND","PP113",202
"Punjab","others","PP113",167
"Punjab","IND","PP113",99
"Punjab","IND","PP113",71
"Punjab","IND","PP113",65
"Punjab","IND","PP113",64
"Punjab","IND","PP113",56
"Punjab","IND","PP113",43
"Punjab","IND","PP113",36
"Punjab","IND","PP113",35
"Punjab","IND","PP113",30
"Punjab","IND","PP113",30
"Punjab","IND","PP113",29
"Punjab","IND","PP113",26
"Punjab","IND","PP113",23
"Punjab","IND","PP113",19
"Punjab","IND","PP113",7
"Punjab","PTI","PP114",58542
"Punjab","PML-N","PP114",38800
"Punjab","TLP","PP114",4690
"Punjab","IND","PP114",3350
"Punjab","JI","PP114",2308
"Punjab","IND","PP114",1830
"Punjab","PPP","PP114",931
"Punjab","IND","PP114",449
"Punjab","IND","PP114",382
"Punjab","others","PP114",226
"Punjab","IND","PP114",139
"Punjab","IND","PP114",97
"Punjab","others","PP114",96
"Punjab","IND","PP114",94
"Punjab","IND","PP114",83
"Punjab","IND","PP114",81
"Punjab","IND","PP114",80
"Punjab","IND","PP114",68
"Punjab","IND","PP114",64
"Punjab","IND","PP114",57
"Punjab","IND","PP114",44
"Punjab","IND","PP114",37
"Punjab","IND","PP114",34
"Punjab","IND","PP114",34
"Punjab","IND","PP114",29
"Punjab","IND","PP114",27
"Punjab","IND","PP114",23
"Punjab","IND","PP114",19
"Punjab","IND","PP114",18
"Punjab","IND","PP114",16
"Punjab","IND","PP114",15
"Punjab","IND","PP114",14
"Punjab","IND","PP114",12
"Punjab","IND","PP114",12
"Punjab","IND","PP114",10
"Punjab","IND","PP114",10
"Punjab","others","PP114",9
"Punjab","IND","PP114",9
"Punjab","IND","PP114",9
"Punjab","IND","PP114",8
"Punjab","IND","PP114",6
"Punjab","PTI","PP115",53244
"Punjab","PML-N","PP115",39365
"Punjab","PPP","PP115",3097
"Punjab","IND","PP115",1554
"Punjab","JI","PP115",836
"Punjab","IND","PP115",702
"Punjab","others","PP115",559
"Punjab","IND","PP115",363
"Punjab","IND","PP115",285
"Punjab","IND","PP115",263
"Punjab","PAT","PP115",250
"Punjab","others","PP115",180
"Punjab","IND","PP115",159
"Punjab","JUI-P","PP115",151
"Punjab","IND","PP115",83
"Punjab","IND","PP115",53
"Punjab","IND","PP115",45
"Punjab","IND","PP115",38
"Punjab","IND","PP115",32
"Punjab","IND","PP115",31
"Punjab","IND","PP115",31
"Punjab","IND","PP115",24
"Punjab","IND","PP115",22
"Punjab","IND","PP115",21
"Punjab","IND","PP115",20
"Punjab","IND","PP115",14
"Punjab","IND","PP115",13
"Punjab","IND","PP115",12
"Punjab","IND","PP115",11
"Punjab","IND","PP115",9
"Punjab","PTI","PP116",67016
"Punjab","PML-N","PP116",52496
"Punjab","TLP","PP116",4370
"Punjab","JI","PP116",2264
"Punjab","IND","PP116",811
"Punjab","IND","PP116",689
"Punjab","PPP","PP116",508
"Punjab","IND","PP116",508
"Punjab","IND","PP116",447
"Punjab","IND","PP116",229
"Punjab","IND","PP116",208
"Punjab","IND","PP116",90
"Punjab","IND","PP116",87
"Punjab","IND","PP116",72
"Punjab","IND","PP116",65
"Punjab","IND","PP116",54
"Punjab","IND","PP116",45
"Punjab","IND","PP116",44
"Punjab","IND","PP116",40
"Punjab","IND","PP116",36
"Punjab","IND","PP116",28
"Punjab","IND","PP116",28
"Punjab","IND","PP116",19
"Punjab","IND","PP116",19
"Punjab","IND","PP116",18
"Punjab","IND","PP116",16
"Punjab","IND","PP116",16
"Punjab","IND","PP116",15
"Punjab","IND","PP116",12
"Punjab","IND","PP116",3
"Punjab","PTI","PP117",54170
"Punjab","PML-N","PP117",40070
"Punjab","TLP","PP117",7269
"Punjab","JI","PP117",1520
"Punjab","PPP","PP117",1471
"Punjab","IND","PP117",1107
"Punjab","IND","PP117",969
"Punjab","others","PP117",849
"Punjab","IND","PP117",318
"Punjab","IND","PP117",278
"Punjab","IND","PP117",111
"Punjab","IND","PP117",92
"Punjab","IND","PP117",84
"Punjab","IND","PP117",55
"Punjab","IND","PP117",50
"Punjab","IND","PP117",48
"Punjab","IND","PP117",30
"Punjab","IND","PP117",29
"Punjab","IND","PP117",29
"Punjab","IND","PP117",27
"Punjab","IND","PP117",23
"Punjab","IND","PP117",22
"Punjab","IND","PP117",13
"Punjab","PTI","PP118",79303
"Punjab","PML-N","PP118",40135
"Punjab","JI","PP118",2094
"Punjab","PPP","PP118",1372
"Punjab","others","PP118",1008
"Punjab","IND","PP118",592
"Punjab","IND","PP118",444
"Punjab","PAT","PP118",412
"Punjab","others","PP118",352
"Punjab","IND","PP118",205
"Punjab","IND","PP118",188
"Punjab","IND","PP118",158
"Punjab","IND","PP118",155
"Punjab","IND","PP118",130
"Punjab","TLP","PP118",124
"Punjab","IND","PP118",124
"Punjab","others","PP118",105
"Punjab","IND","PP118",64
"Punjab","IND","PP118",61
"Punjab","IND","PP118",43
"Punjab","IND","PP118",42
"Punjab","IND","PP118",39
"Punjab","IND","PP118",37
"Punjab","IND","PP118",34
"Punjab","IND","PP118",32
"Punjab","IND","PP118",27
"Punjab","IND","PP118",22
"Punjab","IND","PP118",21
"Punjab","IND","PP118",19
"Punjab","IND","PP118",19
"Punjab","IND","PP118",10
"Punjab","IND","PP118",10
"Punjab","IND","PP118",9
"Punjab","IND","PP118",5
"Punjab","PTI","PP119",78105
"Punjab","PML-N","PP119",52731
"Punjab","TLP","PP119",8895
"Punjab","others","PP119",3551
"Punjab","IND","PP119",1986
"Punjab","JI","PP119",1751
"Punjab","IND","PP119",1438
"Punjab","IND","PP119",368
"Punjab","IND","PP119",227
"Punjab","IND","PP119",182
"Punjab","IND","PP119",131
"Punjab","IND","PP119",122
"Punjab","IND","PP119",109
"Punjab","IND","PP119",106
"Punjab","IND","PP119",75
"Punjab","IND","PP119",59
"Punjab","PTI","PP120",56490
"Punjab","IND","PP120",24547
"Punjab","PML-N","PP120",24482
"Punjab","TLP","PP120",8253
"Punjab","JI","PP120",4449
"Punjab","others","PP120",2451
"Punjab","IND","PP120",692
"Punjab","PAT","PP120",573
"Punjab","others","PP120",418
"Punjab","others","PP120",128
"Punjab","IND","PP120",99
"Punjab","PPP","PP120",99
"Punjab","IND","PP120",78
"Punjab","IND","PP120",71
"Punjab","IND","PP120",70
"Punjab","IND","PP120",55
"Punjab","IND","PP120",55
"Punjab","IND","PP120",47
"Punjab","IND","PP120",47
"Punjab","IND","PP120",47
"Punjab","IND","PP120",42
"Punjab","IND","PP120",17
"Punjab","IND","PP120",14
"Punjab","PML-N","PP121",58432
"Punjab","PTI","PP121",58383
"Punjab","IND","PP121",8646
"Punjab","TLP","PP121",6522
"Punjab","IND","PP121",4361
"Punjab","IND","PP121",3158
"Punjab","JI","PP121",2099
"Punjab","PPP","PP121",1888
"Punjab","IND","PP121",797
"Punjab","IND","PP121",677
"Punjab","IND","PP121",655
"Punjab","IND","PP121",251
"Punjab","IND","PP121",100
"Punjab","IND","PP121",85
"Punjab","IND","PP121",56
"Punjab","IND","PP121",30
"Punjab","PTI","PP122",71414
"Punjab","PML-N","PP122",69687
"Punjab","TLP","PP122",5904
"Punjab","JI","PP122",2533
"Punjab","PPP","PP122",1045
"Punjab","others","PP122",886
"Punjab","IND","PP122",509
"Punjab","IND","PP122",440
"Punjab","IND","PP122",369
"Punjab","PAT","PP122",168
"Punjab","IND","PP122",153
"Punjab","IND","PP122",129
"Punjab","IND","PP122",128
"Punjab","IND","PP122",126
"Punjab","IND","PP122",65
"Punjab","IND","PP122",49
"Punjab","IND","PP122",42
"Punjab","IND","PP122",29
"Punjab","IND","PP122",27
"Punjab","IND","PP122",27
"Punjab","PTI","PP123",51219
"Punjab","IND","PP123",33024
"Punjab","IND","PP123",24737
"Punjab","PML-N","PP123",21198
"Punjab","TLP","PP123",6252
"Punjab","IND","PP123",4731
"Punjab","PPP","PP123",4182
"Punjab","others","PP123",1139
"Punjab","others","PP123",721
"Punjab","IND","PP123",638
"Punjab","IND","PP123",295
"Punjab","IND","PP123",270
"Punjab","PAT","PP123",222
"Punjab","IND","PP123",181
"Punjab","IND","PP123",176
"Punjab","JI","PP123",163
"Punjab","IND","PP123",131
"Punjab","IND","PP123",129
"Punjab","IND","PP123",86
"Punjab","IND","PP123",81
"Punjab","IND","PP123",74
"Punjab","IND","PP123",68
"Punjab","IND","PP123",63
"Punjab","IND","PP123",60
"Punjab","IND","PP123",48
"Punjab","IND","PP123",45
"Punjab","IND","PP123",42
"Punjab","IND","PP123",35
"Punjab","IND","PP123",29
"Punjab","IND","PP123",27
"Punjab","others","PP123",22
"Punjab","IND","PP123",7
"Punjab","PTI","PP124",62062
"Punjab","PML-N","PP124",55930
"Punjab","TLP","PP124",4458
"Punjab","IND","PP124",1506
"Punjab","IND","PP124",1492
"Punjab","IND","PP124",1260
"Punjab","others","PP124",1017
"Punjab","JI","PP124",876
"Punjab","IND","PP124",370
"Punjab","IND","PP124",178
"Punjab","IND","PP124",158
"Punjab","IND","PP124",114
"Punjab","IND","PP124",66
"Punjab","IND","PP124",52
"Punjab","IND","PP124",47
"Punjab","IND","PP124",46
"Punjab","IND","PP124",30
"Punjab","IND","PP124",22
"Punjab","IND","PP124",18
"Punjab","IND","PP124",16
"Punjab","IND","PP124",14
"Punjab","PTI","PP125",55734
"Punjab","PML-N","PP125",38461
"Punjab","IND","PP125",35483
"Punjab","IND","PP125",6572
"Punjab","IND","PP125",2992
"Punjab","TLP","PP125",2203
"Punjab","JI","PP125",2067
"Punjab","IND","PP125",1666
"Punjab","others","PP125",412
"Punjab","IND","PP125",385
"Punjab","IND","PP125",232
"Punjab","IND","PP125",121
"Punjab","IND","PP125",113
"Punjab","IND","PP125",94
"Punjab","IND","PP125",86
"Punjab","IND","PP125",85
"Punjab","IND","PP125",64
"Punjab","IND","PP125",49
"Punjab","PTI","PP126",45400
"Punjab","PML-N","PP126",42796
"Punjab","IND","PP126",11866
"Punjab","others","PP126",5192
"Punjab","TLP","PP126",4313
"Punjab","IND","PP126",3458
"Punjab","JI","PP126",2190
"Punjab","PPP","PP126",1858
"Punjab","IND","PP126",1514
"Punjab","others","PP126",1228
"Punjab","IND","PP126",1037
"Punjab","others","PP126",450
"Punjab","IND","PP126",149
"Punjab","IND","PP126",148
"Punjab","IND","PP126",98
"Punjab","IND","PP126",75
"Punjab","IND","PP126",53
"Punjab","IND","PP126",49
"Punjab","IND","PP126",48
"Punjab","PTI","PP127",50232
"Punjab","IND","PP127",39907
"Punjab","PML-N","PP127",16207
"Punjab","others","PP127",10163
"Punjab","PPP","PP127",2611
"Punjab","TLP","PP127",2334
"Punjab","JI","PP127",1682
"Punjab","others","PP127",1047
"Punjab","IND","PP127",487
"Punjab","IND","PP127",480
"Punjab","IND","PP127",287
"Punjab","IND","PP127",258
"Punjab","IND","PP127",180
"Punjab","IND","PP127",170
"Punjab","IND","PP127",98
"Punjab","IND","PP127",96
"Punjab","IND","PP127",92
"Punjab","IND","PP127",62
"Punjab","IND","PP127",58
"Punjab","JUI-P","PP127",53
"Punjab","IND","PP127",49
"Punjab","IND","PP127",32
"Punjab","IND","PP127",28
"Punjab","IND","PP127",26
"Punjab","IND","PP127",24
"Punjab","IND","PP127",20
"Punjab","IND","PP127",20
"Punjab","IND","PP127",19
"Punjab","IND","PP127",19
"Punjab","IND","PP127",19
"Punjab","IND","PP127",19
"Punjab","IND","PP127",18
"Punjab","IND","PP127",17
"Punjab","others","PP127",11
"Punjab","IND","PP127",10
"Punjab","others","PP127",7
"Punjab","PTI","PP128",62356
"Punjab","PML-N","PP128",59941
"Punjab","IND","PP128",6324
"Punjab","TLP","PP128",4955
"Punjab","IND","PP128",4733
"Punjab","IND","PP128",2183
"Punjab","PPP","PP128",1958
"Punjab","IND","PP128",1478
"Punjab","IND","PP128",1123
"Punjab","others","PP128",390
"Punjab","JI","PP128",293
"Punjab","JUI-P","PP128",267
"Punjab","IND","PP128",108
"Punjab","IND","PP128",106
"Punjab","IND","PP128",100
"Punjab","IND","PP128",91
"Punjab","IND","PP128",64
"Punjab","PTI","PP129",37235
"Punjab","PML-N","PP129",28522
"Punjab","PML-N","PP129",16835
"Punjab","IND","PP129",16505
